data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,gorod_zagruzki,gorod_razgruzki,rasstoyanie_km,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,identification_otklonenie_ot_plana_dney,srok_dostavki,tonnazh_gruza_tonn,obem_gruza_m3,kolichestvo_pozitsiy,tarif_summa,sebestoimost_perevozki,pribyl
2025-08-29,Запланирована,коммерческая компания,коммерческая компания,Сырье,Санкт-Петербург,Пермь,3839.4,КАМАЗ 5490,Бортовой,25.0,,2025-07-26,,Незначительный,0,21.3,63.24,95,392483,242024,150458
2025-08-20,Доставлена,коммерческая компания,некоммерческая организация,Стройматериалы,Новосибирск,Пермь,3220.87,ГАЗель Next,Цистерна,20.0,2025-08-13,2025-08-29,2025-08-29,Незначительный,1,12.59,43.09,32,475661,382876,92785
2025-07-07,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Владивосток,Уфа,2804.76,MAN TGS,Цистерна,5.0,2025-07-07,2025-07-22,2025-08-19,Незначительный,1,2.64,6.66,66,357548,228595,128953
2025-08-12,Доставлена,коммерческая компания,коммерческая компания,Сырье,Калининград,Омск,4329.48,MAN TGS,Рефрижератор,25.0,2025-07-18,2025-07-18,2025-08-21,Незначительный,0,17.22,55.68,100,595014,448764,146250
2025-07-03,Доставлена,интернет-магазин,коммерческая компания,ТНП,Ростов-на-Дону,Самара,2208.83,Volvo FH,Тент,10.0,2025-07-02,2025-07-07,2025-07-11,Нарушенный,5,6.55,17.18,50,274733,172778,101956
2025-07-25,Проблемная,коммерческая компания,некоммерческая организация,Оборудование,Петрозаводск,Ростов-на-Дону,2086.52,Volvo FH,Рефрижератор,20.0,2025-07-01,2025-07-10,2025-08-16,Нарушенный,9,12.23,32.09,86,257396,231217,26179
2025-07-06,Проблемная,интернет-магазин,коммерческая компания,ТНП,Омск,Сочи,4477.92,КАМАЗ 5490,Фургон,10.0,2025-07-19,2025-08-19,2025-08-21,Тревожный,3,8.97,29.74,90,540169,472297,67871
2025-08-28,Доставлена,интернет-магазин,коммерческая компания,ТНП,Воронеж,Мурманск,4852.82,ГАЗель Next,Бортовой,5.0,2025-07-21,2025-07-26,2025-08-25,Нарушенный,5,4.36,14.76,2,557940,360710,197231
2025-07-31,Доставлена,коммерческая компания,коммерческая компания,Сырье,Казань,Мурманск,936.1,MAN TGS,Тент,25.0,2025-07-01,2025-07-26,2025-08-18,Незначительный,2,20.08,64.7,42,129578,92607,36971
2025-08-27,Доставлена,коммерческая компания,коммерческая компания,Сырье,Нижний Новгород,Санкт-Петербург,4028.47,КАМАЗ 5490,Тент,5.0,2025-07-03,2025-08-05,2025-08-17,Тревожный,3,4.42,12.95,80,426795,256777,170018
2025-07-20,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Красноярск,Казань,571.12,ГАЗель Next,Бортовой,5.0,,2025-07-28,,Незначительный,0,4.95,13.1,48,60798,54620,6178
2025-07-08,Запланирована,интернет-магазин,коммерческая компания,ТНП,Волгоград,Мурманск,4211.4,ГАЗель Next,Фургон,5.0,,2025-08-20,,Незначительный,0,2.6,7.6,37,481075,310899,170176
2025-07-13,Доставлена,некоммерческая организация,коммерческая компания,Сырье,Самара,Омск,3783.88,ГАЗель Next,Рефрижератор,10.0,2025-07-16,2025-08-09,2025-08-14,Незначительный,2,9.21,25.56,61,467534,369556,97977
2025-08-17,Отменена,коммерческая компания,коммерческая компания,Сырье,Петрозаводск,Владивосток,3604.76,ГАЗель Next,Рефрижератор,25.0,,,,Незначительный,0,17.69,47.16,55,387469,251390,136079
2025-07-20,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Мурманск,Хабаровск,2761.96,ГАЗель Next,Рефрижератор,25.0,2025-07-18,2025-07-20,2025-07-29,Незначительный,2,19.66,63.63,52,408865,304631,104234
2025-08-10,Отменена,коммерческая компания,некоммерческая организация,Опасный груз,Москва,Самара,3404.76,Volvo FH,Тент,20.0,,,,Незначительный,0,14.85,39.89,45,379817,238644,141173
2025-07-13,Проблемная,некоммерческая организация,коммерческая компания,Продукты питания,Санкт-Петербург,Владивосток,4701.29,КАМАЗ 5490,Цистерна,5.0,2025-07-06,2025-08-20,2025-08-23,Тревожный,4,2.94,8.67,6,662994,547820,115175
2025-07-01,В пути,коммерческая компания,коммерческая компания,Оборудование,Санкт-Петербург,Калининград,3813.48,Scania R-series,Фургон,20.0,2025-07-17,2025-07-20,,Тревожный,3,12.21,35.0,7,550061,444422,105639
2025-07-16,Запланирована,коммерческая компания,коммерческая компания,Сырье,Владивосток,Нижний Новгород,1003.19,КАМАЗ 5490,Тент,20.0,,2025-08-25,,Незначительный,0,10.52,31.91,85,127961,112043,15918
2025-08-21,Запланирована,коммерческая компания,коммерческая компания,Продукты питания,Воронеж,Красноярск,4594.66,MAN TGS,Цистерна,20.0,,2025-07-23,,Незначительный,0,15.74,45.15,81,493217,315322,177895
2025-08-04,В пути,коммерческая компания,коммерческая компания,Сырье,Ростов-на-Дону,Хабаровск,3075.31,ГАЗель Next,Тент,5.0,2025-08-10,2025-08-12,,Незначительный,2,4.04,11.45,4,457870,396437,61433
2025-07-13,Доставлена,коммерческая компания,коммерческая компания,Сырье,Москва,Хабаровск,1624.87,КАМАЗ 5490,Цистерна,25.0,2025-08-01,2025-08-04,2025-08-26,Тревожный,3,16.92,47.33,3,230364,153419,76945
2025-08-23,В пути,коммерческая компания,коммерческая компания,Опасный груз,Волгоград,Новосибирск,3701.99,Scania R-series,Рефрижератор,5.0,2025-08-11,2025-08-29,,Незначительный,1,4.22,11.57,29,438732,366778,71953
2025-08-24,Доставлена,некоммерческая организация,коммерческая компания,Оборудование,Уфа,Самара,1476.01,MAN TGS,Цистерна,20.0,2025-07-31,2025-08-11,2025-08-16,Незначительный,1,13.53,42.55,23,157460,97775,59686
2025-07-19,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Волгоград,Красноярск,4225.82,КАМАЗ 5490,Фургон,20.0,2025-07-19,2025-08-07,2025-08-10,Незначительный,1,18.29,55.34,26,488163,366882,121281
2025-07-01,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Уфа,Москва,4433.89,Volvo FH,Рефрижератор,25.0,2025-07-22,2025-07-30,2025-08-27,Нарушенный,8,24.41,84.87,15,451993,362034,89959
2025-08-16,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Новосибирск,Самара,1367.87,КАМАЗ 5490,Бортовой,20.0,2025-07-02,2025-07-07,2025-08-24,Нарушенный,5,15.36,44.07,75,168173,133643,34530
2025-08-25,Отменена,интернет-магазин,коммерческая компания,ТНП,Ростов-на-Дону,Новосибирск,3225.89,ГАЗель Next,Бортовой,20.0,,,,Незначительный,0,13.35,44.92,61,409539,261411,148128
2025-08-26,Проблемная,интернет-магазин,коммерческая компания,ТНП,Новосибирск,Воронеж,1628.7,MAN TGS,Тент,25.0,2025-08-17,2025-08-18,2025-08-22,Незначительный,1,18.99,64.07,66,231692,170665,61027
2025-07-02,В пути,коммерческая компания,некоммерческая организация,Стройматериалы,Сочи,Екатеринбург,4100.94,MAN TGS,Бортовой,5.0,2025-07-19,2025-08-26,,Тревожный,3,2.73,7.7,50,421395,324342,97053
2025-08-28,Доставлена,коммерческая компания,индивидуальный предприниматель,Опасный груз,Калининград,Красноярск,2421.69,MAN TGS,Тент,10.0,2025-07-11,2025-07-27,2025-08-10,Незначительный,1,7.23,24.31,42,289129,175847,113282
2025-07-25,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Челябинск,Сочи,1680.59,КАМАЗ 5490,Фургон,25.0,2025-07-12,2025-07-14,2025-07-16,Незначительный,2,13.89,37.96,36,249701,182803,66898
2025-07-29,В пути,коммерческая компания,коммерческая компания,Стройматериалы,Воронеж,Челябинск,2869.5,Scania R-series,Тент,10.0,2025-08-11,2025-08-11,,Незначительный,0,8.9,30.64,29,377615,275127,102488
2025-07-01,Запланирована,коммерческая компания,некоммерческая организация,Сырье,Нижний Новгород,Воронеж,4663.06,Volvo FH,Цистерна,20.0,,2025-08-21,,Незначительный,0,11.01,31.61,44,542622,412505,130117
2025-07-08,В пути,некоммерческая организация,коммерческая компания,Стройматериалы,Нижний Новгород,Уфа,3555.95,ГАЗель Next,Фургон,5.0,2025-08-17,2025-08-27,,Незначительный,1,3.53,10.95,85,483628,419727,63901
2025-07-30,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Самара,Мурманск,808.7,Volvo FH,Тент,25.0,2025-07-03,2025-07-10,2025-08-22,Нарушенный,7,20.66,56.35,70,95561,81028,14533
2025-08-08,Запланирована,коммерческая компания,некоммерческая организация,Оборудование,Уфа,Воронеж,2479.51,ГАЗель Next,Бортовой,5.0,,2025-08-27,,Незначительный,0,3.78,12.43,45,310628,191171,119456
2025-07-26,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Санкт-Петербург,Калининград,3588.36,Scania R-series,Фургон,20.0,,2025-08-06,,Незначительный,0,15.36,46.77,60,358853,220726,138127
2025-07-19,В пути,некоммерческая организация,коммерческая компания,Сырье,Хабаровск,Омск,3339.26,Volvo FH,Рефрижератор,20.0,2025-07-12,2025-08-28,,Тревожный,4,19.67,49.39,7,366841,233227,133614
2025-08-06,В пути,коммерческая компания,индивидуальный предприниматель,Стройматериалы,Челябинск,Сочи,837.16,ГАЗель Next,Цистерна,25.0,2025-07-27,2025-08-01,,Нарушенный,5,13.14,43.4,78,118060,73379,44681
2025-08-03,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Уфа,Самара,4342.52,MAN TGS,Фургон,5.0,2025-07-02,2025-07-11,2025-08-01,Нарушенный,9,3.99,10.22,53,485662,324417,161245
2025-08-15,Доставлена,индивидуальный предприниматель,некоммерческая организация,Опасный груз,Уфа,Воронеж,1341.83,Scania R-series,Фургон,10.0,2025-07-18,2025-08-20,2025-08-25,Тревожный,3,9.69,28.43,79,195483,136087,59396
2025-08-19,Отменена,коммерческая компания,коммерческая компания,Оборудование,Хабаровск,Екатеринбург,680.89,Volvo FH,Тент,20.0,,,,Незначительный,0,12.99,37.92,34,80122,57363,22759
2025-07-04,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Уфа,Красноярск,587.11,Scania R-series,Бортовой,5.0,2025-07-07,2025-07-20,2025-08-03,Незначительный,1,2.92,8.56,100,64032,46634,17398
2025-07-24,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Москва,Казань,1476.91,Volvo FH,Тент,10.0,2025-07-10,2025-08-03,2025-08-11,Незначительный,2,6.69,18.64,74,155710,122380,33330
2025-08-11,Отменена,коммерческая компания,индивидуальный предприниматель,Оборудование,Санкт-Петербург,Хабаровск,1861.88,КАМАЗ 5490,Бортовой,20.0,,,,Незначительный,0,10.77,33.78,6,257057,205401,51656
2025-08-02,Отменена,интернет-магазин,некоммерческая организация,ТНП,Мурманск,Хабаровск,3209.4,Volvo FH,Бортовой,20.0,,,,Незначительный,0,16.7,56.82,16,353284,212864,140420
2025-08-11,Отменена,коммерческая компания,индивидуальный предприниматель,Продукты питания,Ростов-на-Дону,Сочи,2394.69,КАМАЗ 5490,Бортовой,25.0,,,,Незначительный,0,12.85,34.63,1,310250,240688,69562
2025-07-10,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Владивосток,Санкт-Петербург,1916.15,Scania R-series,Тент,20.0,2025-08-05,2025-08-10,2025-08-19,Нарушенный,5,19.3,62.62,91,277260,174953,102308
2025-07-01,В пути,интернет-магазин,коммерческая компания,ТНП,Санкт-Петербург,Воронеж,4107.71,MAN TGS,Тент,25.0,2025-07-24,2025-08-04,,Незначительный,1,15.08,43.81,8,423745,277330,146416
2025-08-18,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Новосибирск,Пермь,4633.5,MAN TGS,Цистерна,25.0,,2025-08-11,,Незначительный,0,18.24,59.52,45,562903,346430,216472
2025-07-29,Доставлена,интернет-магазин,коммерческая компания,ТНП,Уфа,Омск,1905.69,КАМАЗ 5490,Рефрижератор,5.0,2025-07-28,2025-08-06,2025-08-10,Нарушенный,9,3.98,12.72,9,225654,136813,88842
2025-08-26,Запланирована,коммерческая компания,коммерческая компания,Продукты питания,Ростов-на-Дону,Владивосток,2463.56,Volvo FH,Рефрижератор,20.0,,2025-08-27,,Незначительный,0,17.48,44.51,89,353995,257171,96824
2025-07-02,В пути,коммерческая компания,коммерческая компания,Оборудование,Уфа,Владивосток,2251.03,КАМАЗ 5490,Рефрижератор,5.0,2025-08-14,2025-08-24,,Незначительный,1,2.99,8.29,10,232112,147520,84592
2025-07-31,Запланирована,коммерческая компания,коммерческая компания,Опасный груз,Красноярск,Казань,2576.84,Scania R-series,Тент,10.0,,2025-08-15,,Незначительный,0,7.78,20.27,2,305779,271981,33798
2025-08-30,Запланирована,коммерческая компания,коммерческая компания,Стройматериалы,Челябинск,Волгоград,931.21,MAN TGS,Фургон,25.0,,2025-08-30,,Незначительный,0,20.51,57.95,20,136684,93908,42776
2025-07-10,Проблемная,коммерческая компания,индивидуальный предприниматель,Сырье,Пермь,Сочи,1353.98,Scania R-series,Тент,5.0,2025-07-30,2025-08-12,2025-08-12,Незначительный,1,4.18,12.57,35,202257,128079,74179
2025-08-15,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Екатеринбург,Новосибирск,4665.83,КАМАЗ 5490,Цистерна,10.0,2025-07-09,2025-07-11,2025-07-29,Незначительный,2,7.39,21.31,47,664450,556530,107919
2025-08-17,Доставлена,интернет-магазин,коммерческая компания,ТНП,Казань,Мурманск,2349.02,MAN TGS,Бортовой,10.0,2025-07-20,2025-08-16,2025-08-20,Незначительный,2,5.94,18.12,83,288833,214300,74534
2025-08-17,Запланирована,коммерческая компания,коммерческая компания,Стройматериалы,Волгоград,Санкт-Петербург,4080.57,Volvo FH,Цистерна,10.0,,2025-08-22,,Незначительный,0,8.84,24.83,95,514854,443255,71599
2025-08-06,В пути,коммерческая компания,коммерческая компания,Опасный груз,Москва,Петрозаводск,774.54,Volvo FH,Бортовой,5.0,2025-07-06,2025-08-18,,Тревожный,4,3.58,10.43,66,94215,62099,32116
2025-08-02,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Мурманск,Екатеринбург,997.23,КАМАЗ 5490,Тент,25.0,2025-07-04,2025-07-20,2025-08-21,Незначительный,1,16.49,50.48,27,132703,102137,30566
2025-07-08,Доставлена,коммерческая компания,некоммерческая организация,Опасный груз,Казань,Омск,1590.82,КАМАЗ 5490,Фургон,10.0,2025-07-15,2025-08-11,2025-08-19,Незначительный,2,8.5,28.33,13,220677,196322,24356
2025-07-16,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Уфа,Омск,2470.93,MAN TGS,Цистерна,5.0,2025-07-06,2025-07-23,2025-08-25,Незначительный,1,4.6,13.69,11,270848,188482,82367
2025-07-20,В пути,интернет-магазин,некоммерческая организация,ТНП,Челябинск,Ростов-на-Дону,1304.45,КАМАЗ 5490,Цистерна,20.0,2025-07-05,2025-07-17,,Незначительный,1,12.72,35.48,47,152873,106939,45934
2025-08-10,Запланирована,коммерческая компания,коммерческая компания,Стройматериалы,Казань,Москва,3221.38,КАМАЗ 5490,Тент,25.0,,2025-07-29,,Незначительный,0,23.5,77.48,84,430847,336756,94090
2025-08-17,В пути,коммерческая компания,коммерческая компания,Продукты питания,Екатеринбург,Ростов-на-Дону,677.46,КАМАЗ 5490,Фургон,20.0,2025-07-03,2025-07-10,,Нарушенный,7,14.12,48.57,28,89794,63782,26012
2025-08-24,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Петрозаводск,Екатеринбург,4949.06,Scania R-series,Рефрижератор,5.0,2025-07-06,2025-07-31,2025-08-03,Незначительный,2,2.67,7.96,87,572984,389584,183400
2025-08-02,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Санкт-Петербург,Владивосток,3559.76,Scania R-series,Фургон,20.0,2025-07-22,2025-08-03,2025-08-16,Незначительный,1,16.66,57.47,71,470629,290508,180120
2025-07-14,В пути,коммерческая компания,коммерческая компания,Оборудование,Петрозаводск,Самара,3136.84,Volvo FH,Тент,20.0,2025-07-04,2025-08-18,,Тревожный,4,17.49,52.62,37,465314,332115,133199
2025-08-24,Запланирована,коммерческая компания,коммерческая компания,Продукты питания,Уфа,Хабаровск,2462.88,ГАЗель Next,Рефрижератор,25.0,,2025-08-06,,Незначительный,0,19.45,51.96,2,292346,257210,35136
2025-08-05,Доставлена,некоммерческая организация,индивидуальный предприниматель,Опасный груз,Нижний Новгород,Красноярск,2563.63,MAN TGS,Цистерна,5.0,2025-07-08,2025-07-20,2025-08-24,Незначительный,1,3.51,9.92,21,332876,280811,52064
2025-08-11,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Сочи,Нижний Новгород,3614.49,MAN TGS,Тент,20.0,2025-08-10,2025-08-14,2025-08-17,Тревожный,4,17.76,47.7,86,385292,237363,147930
2025-07-03,Запланирована,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Челябинск,Пермь,1612.15,КАМАЗ 5490,Рефрижератор,25.0,,2025-07-14,,Незначительный,0,19.88,61.0,47,227298,193559,33738
2025-07-06,Доставлена,интернет-магазин,коммерческая компания,ТНП,Владивосток,Нижний Новгород,2245.54,Scania R-series,Цистерна,5.0,2025-07-23,2025-07-24,2025-08-13,Незначительный,1,4.38,12.0,44,246377,186635,59741
2025-07-04,Доставлена,коммерческая компания,коммерческая компания,Сырье,Омск,Новосибирск,2601.32,КАМАЗ 5490,Бортовой,10.0,2025-08-09,2025-08-19,2025-08-29,Незначительный,1,7.75,24.28,1,342289,246151,96138
2025-08-15,Доставлена,коммерческая компания,некоммерческая организация,Продукты питания,Владивосток,Сочи,2776.11,Scania R-series,Фургон,10.0,2025-07-08,2025-07-18,2025-07-20,Незначительный,1,9.49,30.72,75,291634,232790,58845
2025-07-27,Доставлена,коммерческая компания,некоммерческая организация,Стройматериалы,Казань,Красноярск,1914.85,Scania R-series,Тент,20.0,2025-08-12,2025-08-26,2025-08-27,Незначительный,1,11.32,32.86,34,246449,176536,69913
2025-08-20,Запланирована,коммерческая компания,коммерческая компания,Опасный груз,Волгоград,Санкт-Петербург,845.14,ГАЗель Next,Фургон,25.0,,2025-07-30,,Незначительный,0,24.12,77.34,63,112738,87645,25092
2025-08-17,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Уфа,Москва,4489.03,ГАЗель Next,Бортовой,20.0,2025-08-01,2025-08-14,2025-08-16,Незначительный,1,12.33,38.53,14,452802,293792,159010
2025-08-20,В пути,коммерческая компания,коммерческая компания,Сырье,Петрозаводск,Нижний Новгород,510.78,MAN TGS,Тент,5.0,2025-07-20,2025-08-15,,Незначительный,2,4.66,12.14,68,60307,45421,14887
2025-08-21,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Санкт-Петербург,Москва,3076.82,КАМАЗ 5490,Рефрижератор,5.0,2025-07-02,2025-07-16,2025-08-11,Незначительный,1,3.34,10.47,85,442317,328676,113641
2025-07-24,Доставлена,коммерческая компания,индивидуальный предприниматель,Продукты питания,Нижний Новгород,Пермь,4204.76,Scania R-series,Цистерна,5.0,2025-07-30,2025-08-12,2025-08-14,Незначительный,1,4.42,12.52,72,421458,327244,94214
2025-08-30,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Уфа,Казань,796.89,MAN TGS,Тент,10.0,2025-07-05,2025-08-05,2025-08-25,Тревожный,3,9.31,26.25,66,109730,92341,17388
2025-07-05,Запланирована,коммерческая компания,индивидуальный предприниматель,Сырье,Екатеринбург,Калининград,3879.61,Scania R-series,Тент,10.0,,2025-08-16,,Незначительный,0,9.95,28.65,49,545553,402041,143512
2025-07-19,В пути,интернет-магазин,коммерческая компания,ТНП,Сочи,Владивосток,1293.91,Volvo FH,Тент,25.0,2025-07-20,2025-08-28,,Тревожный,3,16.38,46.27,14,189025,150534,38490
2025-08-27,Отменена,коммерческая компания,коммерческая компания,Стройматериалы,Екатеринбург,Санкт-Петербург,1038.42,Scania R-series,Рефрижератор,25.0,,,,Незначительный,0,20.26,64.22,26,141128,102238,38891
2025-07-23,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Уфа,Красноярск,1437.71,Volvo FH,Тент,20.0,,2025-08-11,,Незначительный,0,10.12,28.47,9,160755,99688,61067
2025-08-23,Запланирована,интернет-магазин,коммерческая компания,ТНП,Хабаровск,Новосибирск,2840.7,Scania R-series,Тент,5.0,,2025-07-27,,Незначительный,0,4.62,11.81,98,322152,213594,108558
2025-08-21,Доставлена,интернет-магазин,индивидуальный предприниматель,ТНП,Челябинск,Калининград,500.58,MAN TGS,Фургон,20.0,2025-07-19,2025-08-13,2025-08-16,Незначительный,2,13.07,37.96,26,52992,43067,9925
2025-08-19,В пути,коммерческая компания,коммерческая компания,Опасный груз,Москва,Челябинск,4620.45,КАМАЗ 5490,Рефрижератор,5.0,2025-08-02,2025-08-15,,Незначительный,1,2.8,8.36,46,484916,394355,90561
2025-07-14,Отменена,коммерческая компания,коммерческая компания,Оборудование,Самара,Омск,1119.7,КАМАЗ 5490,Рефрижератор,10.0,,,,Незначительный,0,7.04,23.34,32,161862,135831,26031
2025-08-04,Запланирована,коммерческая компания,некоммерческая организация,Сырье,Воронеж,Казань,3079.5,КАМАЗ 5490,Бортовой,25.0,,2025-08-22,,Незначительный,0,24.74,82.2,40,424926,259356,165570
2025-07-02,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Хабаровск,Омск,3039.34,MAN TGS,Бортовой,5.0,2025-07-02,2025-07-07,2025-07-16,Нарушенный,5,4.68,14.83,66,362619,231024,131595
2025-08-01,Запланирована,коммерческая компания,коммерческая компания,Сырье,Казань,Новосибирск,3717.41,ГАЗель Next,Рефрижератор,20.0,,2025-08-09,,Незначительный,0,10.68,35.55,30,525465,405390,120076
2025-08-25,Отменена,некоммерческая организация,коммерческая компания,Продукты питания,Омск,Екатеринбург,3477.28,ГАЗель Next,Бортовой,5.0,,,,Незначительный,0,4.56,14.98,27,517267,448959,68309
2025-08-26,В пути,интернет-магазин,коммерческая компания,ТНП,Челябинск,Уфа,1100.89,MAN TGS,Тент,20.0,2025-07-04,2025-07-05,,Незначительный,1,19.4,49.02,21,114300,69734,44565
2025-07-01,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Владивосток,Казань,1890.17,Volvo FH,Бортовой,20.0,2025-07-11,2025-08-10,2025-08-17,Тревожный,3,18.31,51.73,79,258657,163172,95485
2025-08-19,В пути,коммерческая компания,коммерческая компания,Стройматериалы,Уфа,Петрозаводск,2367.47,ГАЗель Next,Бортовой,25.0,2025-07-15,2025-07-23,,Нарушенный,8,24.44,82.57,35,331467,221808,109659
2025-08-08,Доставлена,интернет-магазин,коммерческая компания,ТНП,Сочи,Петрозаводск,4906.3,Volvo FH,Рефрижератор,25.0,2025-07-08,2025-08-13,2025-08-29,Тревожный,3,17.5,58.22,56,662526,438215,224311
2025-08-17,Доставлена,коммерческая компания,коммерческая компания,Сырье,Омск,Красноярск,3026.61,Volvo FH,Фургон,10.0,2025-07-26,2025-08-07,2025-08-08,Незначительный,1,8.4,27.22,22,444367,296750,147617
2025-07-24,Запланирована,коммерческая компания,коммерческая компания,Стройматериалы,Казань,Ростов-на-Дону,2746.76,Volvo FH,Бортовой,10.0,,2025-07-18,,Незначительный,0,6.5,19.41,99,279589,199626,79963
2025-08-10,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Пермь,Хабаровск,3091.52,Volvo FH,Рефрижератор,10.0,2025-07-07,2025-08-04,2025-08-14,Незначительный,2,6.06,19.28,43,417900,288065,129835
2025-07-22,Отменена,коммерческая компания,коммерческая компания,Опасный груз,Казань,Новосибирск,3265.2,КАМАЗ 5490,Цистерна,10.0,,,,Незначительный,0,7.49,22.53,54,466428,324473,141954
2025-07-10,Отменена,коммерческая компания,коммерческая компания,Стройматериалы,Санкт-Петербург,Воронеж,1441.11,КАМАЗ 5490,Бортовой,25.0,,,,Незначительный,0,22.1,57.14,74,173960,116624,57337
2025-07-01,Запланирована,коммерческая компания,индивидуальный предприниматель,Сырье,Санкт-Петербург,Екатеринбург,4380.23,ГАЗель Next,Рефрижератор,25.0,,2025-08-11,,Незначительный,0,13.87,34.87,13,532643,436279,96364
2025-08-29,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Хабаровск,Пермь,3313.81,Volvo FH,Рефрижератор,10.0,2025-07-16,2025-08-16,2025-08-20,Тревожный,3,9.14,30.48,97,354428,262067,92361
2025-08-04,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Воронеж,Владивосток,4917.5,ГАЗель Next,Рефрижератор,10.0,2025-07-07,2025-08-15,2025-08-27,Тревожный,3,6.87,19.23,93,638376,485634,152742
2025-07-13,Доставлена,коммерческая компания,коммерческая компания,Сырье,Мурманск,Санкт-Петербург,1918.4,MAN TGS,Фургон,25.0,2025-07-03,2025-07-30,2025-08-16,Незначительный,2,24.09,77.97,72,194938,151748,43189
2025-08-25,В пути,коммерческая компания,индивидуальный предприниматель,Сырье,Калининград,Новосибирск,1608.35,Scania R-series,Цистерна,20.0,2025-07-28,2025-08-03,,Нарушенный,6,12.98,36.33,99,214756,192262,22493
2025-07-01,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Сочи,Москва,3179.86,КАМАЗ 5490,Тент,10.0,2025-07-25,2025-08-04,2025-08-07,Незначительный,1,7.35,23.79,50,372293,295514,76780
2025-08-03,В пути,коммерческая компания,некоммерческая организация,Продукты питания,Калининград,Петрозаводск,3563.83,MAN TGS,Фургон,20.0,2025-07-17,2025-08-19,,Тревожный,3,10.33,31.56,45,462645,354345,108301
2025-08-13,Доставлена,коммерческая компания,индивидуальный предприниматель,Продукты питания,Самара,Омск,4013.32,Scania R-series,Цистерна,25.0,2025-07-08,2025-07-25,2025-07-30,Незначительный,1,22.85,58.71,30,448618,394913,53705
2025-08-02,Запланирована,некоммерческая организация,коммерческая компания,Опасный груз,Волгоград,Калининград,2230.34,ГАЗель Next,Рефрижератор,5.0,,2025-08-30,,Незначительный,0,4.05,11.83,72,325916,228759,97157
2025-07-06,В пути,интернет-магазин,коммерческая компания,ТНП,Екатеринбург,Москва,2707.28,Volvo FH,Рефрижератор,25.0,2025-07-06,2025-08-06,,Тревожный,3,24.07,66.96,2,325776,283531,42245
2025-07-12,Запланирована,коммерческая компания,некоммерческая организация,Сырье,Воронеж,Пермь,3138.35,Scania R-series,Цистерна,20.0,,2025-08-19,,Незначительный,0,12.2,31.29,69,335733,268279,67454
2025-08-08,Доставлена,индивидуальный предприниматель,коммерческая компания,Опасный груз,Москва,Сочи,1293.42,КАМАЗ 5490,Фургон,5.0,2025-07-29,2025-08-02,2025-08-11,Тревожный,4,3.39,11.23,72,168610,113897,54713
2025-08-03,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Самара,Волгоград,3855.19,Volvo FH,Фургон,10.0,2025-07-24,2025-08-12,2025-08-30,Незначительный,1,8.22,24.67,15,485974,416789,69184
2025-08-25,Проблемная,коммерческая компания,коммерческая компания,Продукты питания,Петрозаводск,Сочи,3399.3,Scania R-series,Цистерна,5.0,2025-07-19,2025-08-01,2025-08-16,Незначительный,1,4.81,12.86,45,410875,310330,100544
2025-07-30,Доставлена,интернет-магазин,коммерческая компания,ТНП,Ростов-на-Дону,Хабаровск,3876.13,ГАЗель Next,Бортовой,10.0,2025-07-21,2025-07-23,2025-07-27,Незначительный,2,5.26,18.19,13,534164,368294,165870
2025-08-12,Доставлена,коммерческая компания,индивидуальный предприниматель,Опасный груз,Пермь,Владивосток,888.77,MAN TGS,Рефрижератор,10.0,2025-07-14,2025-08-07,2025-08-08,Незначительный,2,6.58,17.91,19,107485,65323,42163
